ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1239	74,98,51,60	20,18,24,14	82,77,93,98	33,27,24,18	243	149	0.766591045463384	0.979931713717647	0.694,0.769,0.566,0.724	0.604,0.636,0.704,0.769	0.01
1240	44,99,43,45	1,0,4,3	51,60,59,78	0,0,8,4	298	149	0.999202115572178	0.999202115572178	0.957,1.0,0.843,0.882	1.0,1.0,0.787,0.907	-0.003
1241	26,56,24,35	60,50,44,47	35,41,33,46	71,67,62,62	247	149	0.523152274618703	0.851173962702345	0.207,0.403,0.248,0.31	0.229,0.27,0.243,0.309	0.029
1242	156,135,127,114	1,1,2,2	175,149,183,177	1,6,6,3	298	149	0.175241620325134	0.607038002228285	0.987,0.985,0.969,0.966	0.989,0.925,0.938,0.967	0.022
1243	41,50,28,19	54,64,48,41	40,43,49,44	75,79,58,86	298	149	0.433854756095127	0.789303364638841	0.275,0.281,0.226,0.188	0.211,0.214,0.297,0.204	0.011
1244	47,33,28,27	7,3,2,0	39,47,37,44	1,1,2,2	298	149	0.122793904289379	0.548500317241851	0.77,0.846,0.875,1.0	0.951,0.959,0.902,0.917	-0.059
1245	48,33,27,28	0,2,0,0	41,43,36,43	2,2,6,0	298	149	0.153324706713635	0.585919815135374	1.0,0.892,1.0,1.0	0.911,0.915,0.75,1.0	0.079
1246	83,97,47,45	2,4,5,2	103,70,79,99	1,3,2,1	234	149	0.0532673210631373	0.443281387668878	0.964,0.939,0.857,0.935	0.985,0.937,0.962,0.984	-0.043
1247	91,116,51,57	13,12,27,14	120,78,98,111	19,28,26,17	260	149	0.898117693045559	0.999202115572178	0.8,0.847,0.52,0.7	0.784,0.615,0.684,0.789	-0.001
1248	109,130,65,61	6,3,3,1	139,94,115,133	4,4,4,8	282	149	0.536995290448242	0.856512882334342	0.906,0.958,0.92,0.97	0.948,0.925,0.938,0.898	0.011
1252	0,0,2,0	1,0,0,2	0,0,1,0	1,1,1,0	295	149	0.585232862343987	0.886529157181928	0.0,NA,1.0,0.0	0.0,0.0,0.336,NA	0.221
1256	62,57,38,52	0,0,0,1	63,68,71,88	1,0,1,0	298	149	0.611267348761896	0.899266695476191	1.0,1.0,1.0,0.963	0.969,1.0,0.973,1.0	0.005
1257	5,1,4,13	1,0,0,0	4,11,11,6	0,0,0,0	265	149	0.267197170519155	0.699315492782293	0.738,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.066
1259	64,100,65,60	48,40,32,36	74,73,77,69	65,36,59,56	298	149	0.0330907437614864	0.399090795339439	0.4,0.556,0.504,0.455	0.363,0.503,0.395,0.381	0.068
1260	58,96,65,54	13,5,6,15	77,75,72,63	9,19,6,9	298	149	0.976696246581807	0.999202115572178	0.69,0.906,0.844,0.643	0.811,0.664,0.857,0.778	-0.007
1266	3,0,2,2	0,0,0,0	4,0,1,0	1,0,0,0	298	149	0.039382253029716	0.410003814158168	1.0,NA,1.0,1.0	0.667,NA,1.0,NA	0.166
1267	12,15,23,13	53,55,47,46	16,21,19,25	60,48,54,76	298	149	0.669904833444357	0.933551325519589	0.102,0.12,0.197,0.124	0.118,0.179,0.15,0.141	-0.011
1269	13,3,7,11	0,0,0,0	11,5,9,14	1,0,0,0	298	149	0.136940083343519	0.56849638797332	1.0,1.0,1.0,1.0	0.846,1.0,1.0,1.0	0.038
1270	48,39,42,41	2,1,1,0	21,38,17,42	6,0,1,2	249	149	0.434503181000587	0.789303364638841	0.935,0.959,0.962,1.0	0.677,1.0,0.91,0.926	0.086
1271	330,444,393,336	48,38,44,36	441,399,409,424	48,48,59,65	298	149	0.139614162024787	0.571995940943234	0.775,0.854,0.817,0.824	0.821,0.806,0.776,0.765	0.025
1272	35,31,30,30	6,2,3,5	20,25,17,21	4,2,1,1	298	149	0.544198451988408	0.860585673075901	0.745,0.886,0.833,0.75	0.714,0.862,0.895,0.913	-0.043
1273	39,37,45,32	0,1,0,1	20,30,23,25	2,3,0,3	298	149	0.0243092398002374	0.351012631565453	1.0,0.949,1.0,0.941	0.833,0.833,1.0,0.806	0.104
1274	38,33,32,34	0,6,2,0	25,26,16,23	0,0,0,0	298	149	0.012433397236093	0.307546803024061	1.0,0.733,0.889,1.0	1.0,1.0,1.0,1.0	-0.095
1275	0,3,2,1	2,0,0,1	0,0,1,0	0,1,0,0	260	149	0.393555929699325	0.757097324805955	0.0,1.0,1.0,0.364	NA,0.0,1.0,NA	0.091
1277	49,81,64,62	2008,2054,2152,2053	88,67,61,43	2112,1874,2037,2113	298	149	0.952174638962017	0.999202115572178	0.012,0.019,0.015,0.015	0.02,0.018,0.015,0.01	-0.001
1279	11,7,4,3	1,2,0,2	2,4,6,9	0,0,0,0	298	149	0.013510940872093	0.308081335210907	0.846,0.636,1.0,0.429	1.0,1.0,1.0,1.0	-0.272
1282	31,41,16,36	0,1,1,1	24,16,25,38	0,0,0,0	298	149	0.0453798396255072	0.429959492953064	1.0,0.953,0.889,0.947	1.0,1.0,1.0,1.0	-0.053
1283	31,31,25,37	1,0,0,0	36,29,34,38	2,0,1,2	298	149	0.130359295397043	0.553627130298179	0.939,1.0,1.0,1.0	0.9,1.0,0.944,0.905	0.048
1284	28,41,16,34	1,0,0,0	23,16,22,36	0,0,0,0	298	149	0.337890096878264	0.738769032914372	0.933,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.017
1287	150,177,166,136	3,0,3,1	158,180,163,157	0,0,1,0	298	149	0.0199359357815572	0.33846376786861	0.962,1.0,0.965,0.986	1.0,1.0,0.988,1.0	-0.019
1293	3,0,0,2	0,0,0,0	4,5,1,0	0,0,4,1	298	149	0.999202115572178	0.999202115572178	1.0,NA,NA,1.0	1.0,1.0,0.111,0.0	0.472
1297	19,15,14,11	3,2,8,1	26,18,18,20	0,3,1,7	298	149	0.205301390886251	0.638024187838417	0.76,0.789,0.467,0.846	1.0,0.75,0.9,0.588	-0.094
1298	61,69,74,70	1,1,0,0	85,55,95,58	0,0,0,0	261	149	0.0913506302525974	0.512030205003667	0.972,0.975,1.0,1.0	1.0,1.0,1.0,1.0	-0.013
1299	118,125,128,123	14,3,8,6	156,73,149,123	12,14,8,10	271	149	0.252211951026495	0.681994957414307	0.823,0.958,0.898,0.919	0.877,0.741,0.911,0.871	0.049
1307	10,4,2,3	0,0,5,0	5,1,5,5	1,1,0,0	298	149	0.999202115572178	0.999202115572178	1.0,1.0,0.167,1.0	0.714,0.333,1.0,1.0	0.03
1308	67,69,42,29	58,62,68,68	66,39,76,62	64,86,87,93	279	149	0.805831391168779	0.996137108101049	0.382,0.373,0.248,0.186	0.355,0.195,0.318,0.263	0.014
1309	91,112,102,87	67,46,58,63	55,50,35,63	47,45,40,41	298	149	0.0243389040305406	0.351012631565453	0.404,0.549,0.468,0.408	0.369,0.357,0.304,0.434	0.091
1310	85,71,91,72	2,0,0,0	70,76,91,61	1,0,0,0	298	149	0.741045831428366	0.973029968472704	0.955,1.0,1.0,1.0	0.972,1.0,1.0,1.0	-0.004
1311	85,73,93,71	0,0,0,0	70,75,88,58	0,0,0,2	298	149	0.350741370185349	0.742521451272999	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.935	0.016
1316	0,0,0,0	0,0,0,1	2,0,0,1	0,0,0,0	298	149	0.0640262550321068	0.443281387668878	NA,NA,NA,0.0	1.0,NA,NA,1.0	-1.0
