IncLevel1	IncLevel2	IncLevelDifference
0.839,0.921,0.861,0.808	0.941,0.738,0.843,0.729	0.045
0.203,0.318,0.271,0.291	0.265,0.179,0.208,0.208	0.056
0.532,0.46,0.85,1.0	0.312,1.0,1.0,1.0	-0.118
0.877,0.858,1.0,0.971	0.831,1.0,1.0,1.0	-0.031
0.901,0.714,0.863,0.824	0.703,0.884,0.845,0.841	0.007
0.562,0.292,0.0,0.121	0.325,0.0,0.0,0.0	0.163
0.391,0.107,0.0,0.243	0.138,0.49,0.0,0.0	0.028
0.037,0.066,0.036,0.054	0.05,0.042,0.0,0.041	0.015
0.206,0.197,0.277,0.228	0.237,0.187,0.243,0.187	0.013
0.0,0.029,0.0,0.014	0.014,0.032,0.006,0.029	-0.009
0.0,0.013,0.0,0.006	0.006,0.014,0.003,0.014	-0.004
0.43,0.488,0.47,0.44	0.448,0.471,0.436,0.418	0.014
0.223,0.262,0.292,0.164	0.239,0.171,0.175,0.217	0.035
0.927,0.978,0.943,0.961	0.976,0.939,0.973,0.963	-0.011
0.414,0.446,0.413,0.347	0.419,0.395,0.384,0.362	0.015
0.0,0.0,0.0,0.009	0.0,0.0,0.0,0.0	0.002
0.49,0.4,0.383,0.415	0.472,0.455,0.443,0.406	-0.022
0.511,0.463,0.485,0.54	0.477,0.461,0.47,0.492	0.025
0.325,0.389,0.421,0.298	0.422,0.335,0.398,0.367	-0.022
0.512,0.84,0.173,0.512	1.0,1.0,0.512,0.512	-0.247
0.52,0.657,0.667,0.567	0.736,0.745,0.652,0.586	-0.077
0.555,0.615,0.589,0.612	0.632,0.596,0.627,0.614	-0.024
0.51,0.581,0.757,0.294	0.0,0.342,0.394,0.609	0.199
0.593,0.489,0.546,0.415	0.509,0.415,0.669,0.44	0.002
0.09,0.033,0.069,0.053	0.081,0.104,0.059,0.097	-0.024
0.398,0.383,0.454,0.396	0.406,0.409,0.4,0.422	-0.001
0.358,0.554,0.685,0.515	0.617,0.465,0.813,0.549	-0.083
0.0,0.049,0.049,0.0	0.0,0.0,0.0,0.0	0.025
0.055,0.131,0.101,0.0	0.036,0.089,0.0,0.075	0.022
0.0,0.049,0.049,0.0	0.0,0.0,0.0,0.0	0.025
0.292,0.164,0.282,0.248	0.254,0.414,0.23,0.191	-0.026
0.45,0.28,0.369,0.428	0.402,0.565,0.324,0.353	-0.029
0.0,0.0,0.0,0.121	0.0,0.0,0.0,0.0	0.03
0.202,0.184,0.101,0.321	0.169,0.42,0.176,0.145	-0.025
0.0,0.241,0.222,0.0	0.115,0.0,0.0,0.0	0.087
0.058,0.397,0.263,0.0	0.163,0.151,0.0,0.096	0.077
0.496,0.587,0.596,0.522	0.539,0.699,0.437,0.47	0.014
0.373,0.684,0.603,0.457	0.401,0.619,0.363,0.373	0.09
0.491,0.733,0.671,0.578	0.561,0.717,0.458,0.505	0.058
0.0,0.0,0.0,0.081	0.07,0.101,0.077,0.0	-0.042
0.237,0.409,0.237,0.341	0.308,0.55,0.329,0.189	-0.038
0.647,0.515,0.469,0.444	0.466,0.563,0.435,0.567	0.011
0.678,0.669,0.666,0.667	0.646,0.619,0.691,0.742	-0.005
0.837,0.82,0.768,0.769	0.742,0.735,0.807,0.742	0.042
0.532,0.545,0.65,0.695	0.597,0.753,0.591,0.623	-0.036
0.589,0.581,0.608,0.476	0.595,0.488,0.643,0.684	-0.039
0.63,0.519,0.637,0.651	0.659,0.511,0.679,0.594	-0.001
0.106,0.124,0.018,0.039	0.016,0.031,0.046,0.0	0.048
0.275,0.326,0.243,0.279	0.244,0.167,0.182,0.291	0.06
0.851,0.798,0.742,0.739	0.75,0.697,0.716,0.722	0.061
0.426,0.331,0.099,0.283	0.099,0.141,0.271,0.0	0.157
0.496,0.386,0.418,0.297	0.33,0.277,0.365,0.344	0.07
0.409,0.392,0.356,0.366	0.353,0.459,0.346,0.356	0.002
0.51,0.451,0.452,0.523	0.442,0.384,0.422,0.495	0.048
0.161,0.515,0.18,0.071	0.29,0.05,0.305,0.315	-0.008
0.0,0.064,0.0,0.0	0.128,0.216,0.167,0.0	-0.112
0.521,0.374,0.436,0.491	0.518,0.326,0.345,0.458	0.044
0.36,0.358,0.514,0.35	0.384,0.459,0.344,0.449	-0.014
0.491,0.476,0.452,0.424	0.444,0.361,0.385,0.465	0.047
0.567,0.523,0.513,0.583	0.576,0.534,0.475,0.62	-0.005
0.571,0.562,0.604,0.542	0.516,0.553,0.506,0.495	0.052
0.553,0.479,0.511,0.48	0.501,0.46,0.452,0.487	0.031
