IncLevel1	IncLevel2	IncLevelDifference
0.172,0.148,0.333,0.307	0.296,0.23,0.216,0.312	-0.024
1.0,0.771,0.647,0.479	0.334,0.644,0.391,0.438	0.273
1.0,0.772,1.0,1.0	1.0,0.784,0.463,0.758	0.192
0.273,1.0,0.439,0.396	1.0,1.0,0.508,0.413	-0.203
1.0,0.55,0.209,0.391	0.614,0.402,0.405,0.579	0.038
1.0,1.0,1.0,0.923	1.0,0.91,1.0,0.905	0.027
1.0,1.0,1.0,0.926	1.0,1.0,1.0,1.0	-0.018
1.0,1.0,1.0,1.0	0.833,0.908,1.0,1.0	0.065
0.867,0.975,1.0,0.969	0.973,0.876,1.0,0.953	0.002
1.0,1.0,0.98,0.973	1.0,0.903,1.0,1.0	0.012
0.743,0.819,0.844,0.829	0.759,0.724,0.669,0.852	0.058
0.871,0.978,1.0,0.974	1.0,0.93,0.976,0.954	-0.009
0.944,0.964,0.948,0.865	0.902,0.874,0.894,0.79	0.065
0.971,0.78,0.887,0.85	0.823,0.791,0.808,0.791	0.069
0.317,0.455,0.229,0.271	0.626,0.358,0.414,0.178	-0.076
NA,1.0,1.0,1.0	NA,0.363,NA,NA	0.637
0.268,0.211,0.188,0.204	0.131,0.231,0.774,0.222	-0.122
NA,NA,1.0,NA	1.0,0.004,0.0,1.0	0.499
0.661,1.0,0.738,0.485	0.728,1.0,1.0,0.601	-0.111
1.0,1.0,1.0,0.756	0.895,0.7,0.886,1.0	0.069
0.033,0.065,0.019,0.029	0.065,0.027,0.026,0.024	0.001
0.0,1.0,1.0,NA	NA,1.0,1.0,1.0	-0.333
1.0,0.418,0.0,0.264	0.152,1.0,0.35,1.0	-0.205
1.0,1.0,1.0,NA	1.0,0.245,1.0,1.0	0.189
0.62,0.873,0.751,0.728	0.634,0.538,0.6,0.532	0.167
1.0,1.0,1.0,1.0	1.0,0.417,1.0,1.0	0.146
1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.619	0.095
0.346,0.414,0.32,0.429	0.31,0.366,0.427,0.456	-0.012
1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.941	0.015
0.273,0.341,0.261,0.227	0.318,0.444,0.361,0.679	-0.175
0.385,0.358,0.517,0.408	0.354,0.352,0.463,0.541	-0.011
0.596,0.886,1.0,0.678	0.648,0.729,0.761,0.824	0.05
0.336,0.278,0.431,0.291	0.319,0.239,0.386,0.451	-0.015
0.771,0.89,1.0,0.917	0.834,0.843,0.856,0.944	0.025
1.0,1.0,0.942,1.0	1.0,1.0,1.0,1.0	-0.014
1.0,1.0,0.894,0.84	0.945,0.886,0.941,0.946	0.004
0.847,0.69,0.674,0.838	0.807,0.717,0.758,0.705	0.015
0.941,1.0,0.889,0.883	0.888,0.736,1.0,0.94	0.037
1.0,1.0,0.94,0.938	1.0,0.692,1.0,1.0	0.046
0.601,0.54,0.637,0.631	0.517,0.442,0.685,0.515	0.062
0.18,0.085,0.104,0.064	0.115,0.152,0.098,0.069	-0.0
NA,NA,1.0,1.0	1.0,0.0,1.0,1.0	0.25
1.0,1.0,1.0,0.817	0.77,1.0,1.0,1.0	0.012
0.295,0.329,0.173,0.344	0.251,0.0,1.0,0.495	-0.151
0.637,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.091
0.583,0.769,0.617,0.512	0.459,0.501,0.459,0.406	0.164
0.16,0.203,0.126,0.259	0.209,0.151,0.128,0.098	0.041
0.122,0.133,0.133,0.139	0.163,0.107,0.136,0.149	-0.007
0.348,0.591,0.456,0.365	0.247,0.19,0.456,0.34	0.132
0.597,0.727,0.607,0.681	0.732,0.758,0.495,0.631	-0.001
0.575,1.0,0.913,0.896	0.887,0.774,0.728,0.589	0.101
0.784,0.956,0.855,0.883	0.717,0.72,0.545,0.661	0.209
0.839,0.875,0.857,0.593	0.771,0.782,0.863,0.722	0.006
0.739,0.709,1.0,0.853	0.553,0.876,1.0,1.0	-0.032
0.578,1.0,0.316,0.517	0.541,0.575,0.508,1.0	-0.053
0.564,1.0,1.0,1.0	0.608,1.0,1.0,1.0	-0.011
1.0,1.0,0.417,1.0	0.144,1.0,0.417,0.066	0.447
0.137,0.066,0.297,0.053	0.08,0.026,0.079,0.185	0.046
0.139,0.105,0.128,0.061	0.244,0.047,0.244,0.22	-0.08
