"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Nanos1",506.016093835466,0.218627402019711,0.0729148412599561,0.000470724640609176,0.00452321401559831
"Nap1l2",557.710053123727,0.306257808550963,0.0989820847082526,0.000192719213981153,0.00224282943903508
"Nap1l3",424.479331433916,0.292552214199108,0.0972717632452306,0.000273196983731465,0.00293324944065063
"Napa",1163.33145081143,-0.153222673105118,0.0603982124366259,0.00351637013539551,0.0217793418729198
"Napb",1632.40695416114,0.237619333048515,0.0608855280695089,1.54903987734574e-05,0.000283038160113077
"Narf",1948.74852093833,0.238489194810225,0.0436563416502218,8.14063235878631e-09,4.60277642466312e-07
"Natd1",953.168931027029,-0.159120646909453,0.0679874054540139,0.00553510775375204,0.0311427363468582
"Nbeal1",905.756303523558,0.349998141238919,0.0607637382964873,8.31860778624973e-10,5.98848846863683e-08
"Nbeal2",285.918668110198,0.334806911647159,0.137100150404634,0.0010897984419583,0.00876496011865608
"Ncald",1600.71036256362,0.172827875676651,0.0583055244457811,0.000816748046866292,0.00695529332218263
"Ncam2",743.745116833305,0.602391384001861,0.0986053857463813,6.09788793649858e-11,5.57872053301613e-09
"Ncapd2",1938.47305368435,-0.320085703959553,0.0571015853904556,2.2373758210264e-09,1.50383617684703e-07
"Ncaph",204.068412194867,-0.48267730781129,0.152416365600767,8.68179440804083e-05,0.00118399544028499
"Nck2",1077.22547251156,-0.142105996880643,0.0622189170126946,0.0075843257480828,0.039670506177675
"Nckap1",4832.80531041692,0.0949885780302232,0.0368468483329222,0.00617662334067481,0.0337358357753109
"Nckap5l",1036.63346265729,-0.149881552881383,0.0669685268375976,0.00777511073373468,0.0404698968021417
"Ncln",925.718393549918,-0.17327536450152,0.0620074384565121,0.00134923858127964,0.0103857641151128
"Ncoa4",1780.77010320086,0.21940809485595,0.0550874755680324,1.27922629546063e-05,0.000242831804270869
"Ncor2",2998.00445951425,-0.214912083696509,0.0534634426522375,1.13042782470269e-05,0.000221941224480376
"Ncstn",985.159714549251,-0.205653177393315,0.0636615691492223,0.000246852787573586,0.00271455644699033
"ND3",1500.21668591618,0.368733048124875,0.0712786180793461,2.08842071790656e-08,1.00779686951286e-06
"ND4L",961.745676930898,0.665119898564371,0.0647616026430676,6.04755270733682e-26,2.65568197888184e-22
"ND5",21266.3183773822,0.137242350901472,0.0601841824227988,0.00857173896038372,0.0432659345073162
"Nde1",276.758293719189,-0.452716414807933,0.0997800698922807,3.99972970172564e-07,1.3272654682754e-05
"Ndn",5254.99067586886,0.17435718394534,0.0554773279308856,0.000444732117436299,0.00433350659401317
"Ndnf",663.921415925231,0.548822519699898,0.0771200786493254,7.39738237879619e-14,1.5975920566928e-11
"Ndrg1",1282.26625808597,-0.211218941821449,0.0627992241398513,0.000146935999899231,0.00180068359318369
"Ndrg2",1114.13946757885,-0.155496726050455,0.0558552817974642,0.00167607805085781,0.0123149203803685
"Ndst4",123.488229768286,0.582395694906382,0.197114606331126,0.000145240756849136,0.00178822591657057
"Ndufs1",1154.29825577802,0.172851593776292,0.0553328872139832,0.000484498159915649,0.0046386473537273
"Ndufv2",887.674647378318,0.165096152282299,0.0609777379800119,0.00191581015345291,0.0136647985715153
"Neat1",79.027253981634,-0.619162101498097,0.21590477429684,0.000184050754932076,0.00216533469705358
"Nectin3",977.210452360816,0.200433277946076,0.0690423054287142,0.000743272860992387,0.00645676652177918
"Nefl",1389.02129789196,0.155528883783728,0.0633249231537207,0.0042694074414682,0.0254158037206968
"Negr1",2449.385449037,0.359316127285693,0.078554125182974,4.32625199678748e-07,1.41776228372334e-05
"Neil3",96.9370979715091,-0.586338988013989,0.169631796616106,2.8348867768232e-05,0.000475755393603424
"Nek2",142.511574543116,-0.265481009787143,0.15442904868806,0.0071560314854887,0.0378688227497947
"Nek6",422.329868220163,-0.326187156890903,0.0870949160769627,1.73326862148714e-05,0.000310667766251314
"Nek9",1209.43466384977,-0.228786481640862,0.0528870248109062,2.68917837305482e-06,6.67179583552244e-05
"Nelfe",270.877039263309,-0.307095788989759,0.127949787997032,0.00137593641007996,0.0105387129455775
"Nell1",169.410102561806,0.50713484923509,0.132310103450844,7.61029043314194e-06,0.000158887426570859
"Neto1",1541.55471969202,0.307454326922562,0.0620330864007749,8.20671481705995e-08,3.33689077160332e-06
"Neto2",4448.74230988713,0.134976824427281,0.0503505912296716,0.00291876325831781,0.0188498084616782
"Neurl1a",480.867037200482,0.310295127513415,0.102268331727933,0.000229067933545641,0.0025574075902799
"Neurl4",2759.97093655191,-0.202562512814026,0.0470670203402014,3.59407594031621e-06,8.53123539418482e-05
"Neurod1",788.036556349036,-0.354399705312551,0.229196122007937,0.00558753764826069,0.0313101748099474
"Neurod2",6796.63179678426,-0.286848513757454,0.0590385410055817,2.31855275286276e-07,8.27767316157561e-06
"Neurog2",650.558801780386,-0.491657857299773,0.106007590294141,2.28718019021087e-07,8.18785647441251e-06
"Nexmif",2704.20466204335,0.569379203821827,0.0568194006364373,6.93421651396659e-25,1.62681133643596e-21
"Nfatc4",176.351275918174,-0.405365432399365,0.129871754039508,0.000120996969372126,0.00153565903131829
"Nfia",4336.73324131816,-0.463527554331835,0.0736560450411153,2.19170884091655e-11,2.30988578161877e-09
"Nfib",17582.0129277035,-0.276413923765227,0.0672442214462405,4.99857318192358e-06,0.000112374066721265
"Nfic",697.563182873815,-0.322349530786526,0.0704373092029072,4.89662470557608e-07,1.58108171253086e-05
"Nfix",14748.5409878946,-0.470898107503218,0.0682010132799417,3.70080872873939e-13,6.67869235512504e-11
"Nhlh1",75.8927191972705,-0.630956134590695,0.238675269466733,0.000343754288985744,0.00350512306741346
"Nhs",237.606349946118,0.440410602126003,0.122936005641516,2.24211241888599e-05,0.00038865248692637
"Nhsl2",244.524052168281,0.410829226879541,0.145225979091822,0.000292124793891804,0.0030960997865894
"Niban2",1121.79331264696,-0.14101941723363,0.0598907208236015,0.00657210155184609,0.0353969198054049
"Ninl",362.609329203621,-0.295831878091936,0.0929991374153104,0.000151804992521412,0.00185002680062635
"Nipal2",104.388809374771,0.423741308311756,0.212612481066606,0.002161782134856,0.0150056786649387
"Nipbl",2812.30754210418,0.145393431388288,0.0509906727807619,0.00156889277647761,0.0116837724348876
"Nkain1",3210.6047433558,-0.183333665788788,0.0576601327597846,0.000359460925269344,0.00363712613632745
"Nkain3",1571.83468761179,0.265631835433266,0.0854181472868803,0.000230031157036752,0.00256381595837747
"Nkd1",216.369318166442,-0.639340938939602,0.13107583406573,5.92301473741232e-08,2.55835397215311e-06
"Nlgn3",1475.96415546998,0.19105201652841,0.059079498869856,0.000279574994731743,0.00298470095672284
"Nlgn4l",675.759798163483,0.266232904560502,0.0694636538057885,1.70213542217041e-05,0.000306756936411395
"Nln",1050.99612635099,0.173186025277473,0.0580257429120395,0.000757325653208932,0.0065508917632137
"Nme7",238.438723216185,0.242045222820955,0.118903088663002,0.00481495093770959,0.0278577793822513
"Nnt",342.599529931656,-0.338413021835405,0.0931606969549612,2.5060415539489e-05,0.000429318484157643
"Nol4",2118.34952518388,0.176877217419432,0.0464646988646287,3.86856875812663e-05,0.000612554384850484
"Nolc1",1396.34914791754,-0.153700974657037,0.0593719639942666,0.0030662656616351,0.0195239167841376
"Nop53",1220.44374255476,-0.294511629893162,0.0789758193058354,2.13996259038571e-05,0.00037313297834545
"Nop58",1020.89124121261,0.13808177558573,0.0616241298549682,0.00907824789208631,0.0452152109763358
"Notch1",1478.0030430985,-0.313114428488524,0.0762571356700194,4.21546392161124e-06,9.69188860441648e-05
"Notch2",1027.15907682524,-0.289691292983782,0.0822137375095667,4.73443124622808e-05,0.000727787599040942
"Nova1",1167.83230643109,0.297875409288808,0.077344536467951,1.31234909462347e-05,0.000247337438806431
"Npdc1",3488.23365020205,-0.118211703888092,0.0449746914054955,0.00408687189290352,0.0245398588500961
"Npr2",804.055090401095,-0.264808373376296,0.0775533434952233,8.18741121755771e-05,0.00112589723778816
"Nptn",1562.85615661426,0.18117086931866,0.0518265695894979,0.000121561233128868,0.00153985354349972
"Nr2e1",400.333449315057,-0.418437905243244,0.0904700811435185,2.84518672681576e-07,9.81217014111802e-06
"Nr2f1",2399.10946603172,-0.18960812936705,0.0742985836066242,0.00226519045683535,0.0155263366692762
"Nr3c1",252.107420184523,0.211418437469369,0.103541341133051,0.00623373632308877,0.0339914082451869
"Nr4a2",946.929029423568,-0.188336140906968,0.0991747038372884,0.0104578910300674,0.0499818151519838
"Nr4a3",1346.84510207633,-0.404162060402296,0.0754773023379076,6.98597365642325e-09,4.03654460305789e-07
"Nras",2854.11680442639,0.129519370836175,0.0516783224391952,0.00509903313995574,0.0292445200634641
"Nrcam",4855.41817263735,0.310138643390462,0.0448404967174667,5.51580646677633e-13,8.86161395040383e-11
"Nrm",93.4892662246268,-0.32540317415594,0.182562064587797,0.00455222223413772,0.0266774802991683
"Nrp1",3695.5467754963,-0.264214872961093,0.0825644564327942,0.000171832770069781,0.00204880756222621
"Nrp2",2642.97129876675,0.18684139541499,0.0763022864798136,0.00308392197797199,0.0196079093329165
"Nrxn2",5286.865102804,0.192083147835924,0.0454146891665714,5.37559024279702e-06,0.000119222265755232
"Nsd1",5256.3188487417,0.205079911278268,0.0538608882972375,2.95253385285124e-05,0.000489882631957963
"Nsd3",2208.466545896,0.138283757964141,0.0536684531582401,0.00375183710787867,0.022925186483856
"Nsf",1392.02780544616,0.189913712563206,0.0792202060298015,0.00340488746686166,0.0213193856884199
"Nt5dc2",743.173152344156,-0.307513038763426,0.0894965506063738,5.92813182513768e-05,0.000874548809231398
"Ntn1",705.736043433397,0.271723580302727,0.0752833539411213,3.85783366940556e-05,0.000611589660177483
"Ntng2",800.474905976638,-0.279692474267355,0.0669450579184365,3.66960464763755e-06,8.64818812665065e-05
"Ntrk2",4141.28846353169,0.124390811016934,0.0382256149105778,0.000530503030375004,0.00499560180283081
"Ntsr1",684.420576434907,-0.236072565268312,0.0819806585617303,0.000581699427264775,0.00535147224496239
"Nuak1",3184.18360875,-0.212393540945645,0.062262581493369,0.000121187772985287,0.00153660030924752
"Nuf2",208.767696311812,-0.324714647600824,0.128991414045728,0.000939749478859872,0.00780104576843097
"Nufip2",1524.44057894508,0.19020439821352,0.0664968508498126,0.000934328706968862,0.00776093719142988
"Nup155",1033.642025229,0.20411414308563,0.0630462728238327,0.000243355244632724,0.00267833082104554
"Nup214",820.910224523752,-0.20959792007825,0.0669653551033885,0.000330784542269829,0.00341170796423346
"Nup58",997.270839318073,0.281544450052458,0.0595052075677124,2.88040309965455e-07,9.90768418664466e-06
"Nusap1",268.035336071286,-0.2871146085087,0.113156983445547,0.00108930078671195,0.00876496011865608
"Nwd2",549.562253845888,0.206860309555575,0.0805764044051019,0.00184207381572949,0.0132536758320154
"Nxpe4",125.410864176892,-0.481417190967529,0.163905422082409,0.000181812209935786,0.00214815610196775
"Nxph2",114.659891977144,0.44519538667042,0.155862618944674,0.000251120284418317,0.00274234654615549
"Nxph4",161.158585461252,-0.327171162472585,0.152579184589606,0.00223924421856755,0.0153747993589382
"Nyap2",1086.97146568847,0.205441609959929,0.0828705700728578,0.0023570196137043,0.0160306537898505
"Oard1",207.590433282979,-0.398287637853484,0.121287784094855,7.18363937339336e-05,0.00102567125989951
"Ocln",68.9613592667568,0.314996232797374,0.245282601907518,0.00921257938250982,0.0457124372072258
"Odc1",3027.82225501272,-0.103710224818469,0.0416245101725451,0.00709098610004293,0.0376680043878894
"Odf2l",287.277674440098,-0.208816994955713,0.114937669362478,0.00983294539350057,0.0479774898570283
"Ogdh",1832.28974385339,-0.194192284801834,0.0457777305165278,5.14385662131393e-06,0.000115246882872772
"Oip5os1",634.871619485581,0.723099412586136,0.0909356469618424,1.07687343698241e-16,4.57636472864718e-14
"Olfm3",179.410369216117,0.554008915419882,0.137758618870994,3.32869045810354e-06,7.98764446175883e-05
"Oprl1",1001.51698854661,0.266089841832748,0.0776801524619279,7.8642064383385e-05,0.00109401325890888
"Oprm1",38.480123904546,1.25279795220279,0.336827061718865,7.81986692598801e-06,0.000161979444784538
"Orai2",1086.8591034981,0.142519488307121,0.0590330577723133,0.00556357532619996,0.0312287939253217
"Ormdl1",267.35886085558,0.213375017065994,0.110586279602907,0.0076679502645424,0.0400069611030026
"Osbpl8",2364.29024618169,0.233795049254807,0.0535178168648619,2.14164161499204e-06,5.45725079998164e-05
"Otud6b",800.026733792782,0.259779262725625,0.0734027528798891,5.4159258025861e-05,0.000812635609604434
"Otud7a",507.638921956535,0.299265327994689,0.141708277943745,0.00276837222987998,0.0180936976943398
"Otx1",222.11384495937,-0.582908724290139,0.113041465338821,1.51281298846778e-08,7.78507746487288e-07
"Oxct1",3638.95534787389,0.158779444561983,0.0389955620141445,1.55122620979023e-05,0.000283045070467818
"P2ry1",98.7576708203258,0.624402426641862,0.20391613265559,0.000101971709821519,0.00134606744006883
"Pabpc1",7287.91482809208,-0.2086821960884,0.0428181065971416,2.33972942704343e-07,8.3082467579165e-06
"Pabpc4",1604.21705915398,-0.235405748964757,0.0600339327857827,1.43011250161926e-05,0.000265730636055459
"Pabpc5",47.7038074176841,0.814046199339292,0.264548840538477,8.77313396773104e-05,0.00119398002986455
"Pacsin1",548.524347762221,0.25731458480763,0.0922222285299017,0.000655814894787361,0.00588135154794329
"Pacsin2",276.90719509461,-0.213905342931596,0.103601505687599,0.00576819469822367,0.0320769088030387
"Pacsin3",106.644109197726,-0.570246590535136,0.170202762200394,4.21618816344373e-05,0.000657326187753938
"Pafah1b1",7458.30113748735,0.243764144548989,0.0422200724321157,1.28738010165988e-09,8.83330492670169e-08
"Pafah1b2",4594.96712243758,0.121765504998415,0.0404393580730401,0.00123028670790734,0.00967052332337187
"Pak3",4897.60856562941,0.228013995391286,0.0431320117591842,2.33216269294895e-08,1.10916647353464e-06
"Pak4",313.80624962959,-0.363006703500305,0.100937859173938,2.63415751055419e-05,0.000446620219357025
"Pakap",1293.79190544178,0.338004431503103,0.0741628665912216,5.07554758830184e-07,1.62885629023279e-05
"Palld",277.275513896245,-0.280325929596438,0.10711968435279,0.000921955640196672,0.00768724278731073
"Palm",4761.68433469586,-0.18784429947685,0.0507042065878546,5.13775255679791e-05,0.0007788809227072
"Pam",1534.89228572059,-0.289752927601083,0.064816055377784,9.39258660384195e-07,2.71951507514316e-05
"Pan3",1080.92252456424,-0.174625506946224,0.0639664473385909,0.00158523994845376,0.0117855254407053
"Pank3",3133.95777487045,0.238129403918307,0.055756204110526,3.22591799366889e-06,7.78356110780108e-05
"Papolg",719.931265565593,0.243896533680021,0.0747311965763742,0.000160912851948305,0.00194483111152934
"Pappa",41.2012311479554,0.378582091281362,0.328192955894595,0.00784538370902236,0.0407390953814192
"Paqr3",1027.84300902556,0.166165541831899,0.0658159241130815,0.00314893055462362,0.0199276132130361
"Paqr9",630.104753890522,0.446291227238624,0.0778973261725348,7.66882534419051e-10,5.58171851294839e-08
"Parm1",41.7312411569114,0.416319291544294,0.311220044258951,0.00597258486803027,0.0329630636998034
"Parp1",2230.19760304818,-0.188153179303274,0.0566989309217366,0.000213685290623898,0.0024205417185548
"Parp8",1056.49937991149,0.182293711917946,0.0842850604426083,0.0064048959857931,0.0346554523069931
"Parva",417.082641924173,-0.359969421854845,0.113173460331908,0.000116065732999298,0.00148664250313304
"Pax6",457.461516275711,-0.309345895100695,0.0965116124703508,0.000131250638071719,0.00164519115695226
"Pbk",304.298218519178,-0.187100894871432,0.0953747254935509,0.00939649035406148,0.046328354762128
"Pbx3",1072.76261390163,0.269412929344929,0.0674307337459182,8.54144270209844e-06,0.000173918031155247
"Pcbp1",3029.10984917406,-0.217584738617999,0.0625746556606289,9.13342234653752e-05,0.00123408929223882
"Pcbp2",4131.13433822692,-0.328676327855146,0.0445185167167024,1.70701836732974e-14,4.3246653790773e-12
"Pcbp4",3899.79776988559,-0.100452153577454,0.0423928630576847,0.0101903831814831,0.0492111832965022
"Pcdh1",1507.52813601358,0.251941737879615,0.0685131752841857,3.39541222657984e-05,0.000545806405794517
"Pcdh10",2648.86342449584,0.37070180878986,0.0546615689276459,1.11708721679976e-12,1.67233034024092e-10
"Pcdh11x",624.76082134215,0.949328867036348,0.107949957304577,7.81243888603592e-20,4.47482912541901e-17
"Pcdh15",276.573058069762,0.38855220009602,0.124445766031482,0.000127457395201974,0.00160374758776582
"Pcdh17",1730.46401776417,0.383184313133148,0.0638604724466071,1.74688916291377e-10,1.46582916128828e-08
"Pcdh18",526.394191347589,0.255201112345352,0.0858404676396977,0.000383494314864888,0.0038459845123472
"Pcdh19",1727.34648664647,0.312706849783921,0.0696305253413956,7.6997590226499e-07,2.33187644515839e-05
"Pcdh20",216.865879799976,0.416566888770781,0.139953275968769,0.000186942966968219,0.00219109132281078
"Pcdh7",1759.56120173192,0.441092808720094,0.0527722235524808,5.14936353788562e-18,2.60914289415789e-15
"Pcdh9",2693.86325620524,0.289983235834249,0.051923535420906,2.98171703147755e-09,1.94461089963788e-07
"Pcdha2",291.460974015406,0.213651121498479,0.106491719859308,0.00659173032224818,0.0354743270314659
"Pcdhac2",867.158519270463,0.338902435940727,0.064968550487751,1.83763160689949e-08,9.0589634793458e-07
"Pcdhb16",177.696502173125,0.447359619615664,0.136156533801672,6.40481522143132e-05,0.00093151260316337
"Pcdhb18",166.751873813705,0.300624768504165,0.140994371592965,0.00265779280314688,0.0176214204271046
"Pcdhb19",320.571264682844,0.558033805082192,0.137483431040306,2.79728114196055e-06,6.87525779182616e-05
"Pcdhb21",97.348195785098,0.466128580322711,0.208237442584196,0.00117902385474193,0.00932604713814037
"Pcdhb22",344.451314692627,0.256331689178308,0.0998359684451371,0.00122980235528608,0.00967052332337187
"Pcdhb4",84.5303232931762,0.377759234659343,0.196405901889491,0.00287579907457213,0.0186354043327168
"Pcdhb7",228.757319605541,0.266738534048746,0.131255895975234,0.00402683358179982,0.0242456606977289
"Pcdhga11",940.685380007686,-0.160678642467771,0.067329180314146,0.00484304685314003,0.0280080330304068
"Pcdhga12",779.181142111549,-0.229329666687432,0.072863935167897,0.000262798420860366,0.00284962950733245
"Pcdhgb4",231.017533283956,-0.246867392862847,0.143891210678857,0.00828707765546133,0.0423483169251542
"Pcdhgc3",3901.97578404321,-0.131741077605221,0.0537376860744039,0.00552323128563318,0.0311086143467001
"Pcf11",987.00380439616,0.155902880085078,0.0588108052483005,0.00245418999817516,0.0165463147574
"Pcgf2",1248.74063510322,-0.343518056360539,0.0659320226334672,1.8497503992288e-08,9.0589634793458e-07
"Pcif1",932.382949948667,-0.245290588199949,0.0739867754898793,0.000132513118031618,0.00165786117468997
"Pclaf",354.893848250062,-0.477338727790949,0.100961951819639,1.53131190235939e-07,5.76385800048073e-06
"Pclo",2998.98629264879,0.388052253606506,0.0638184889120843,1.05755078117189e-10,9.16590394155161e-09
"Pcm1",3601.0920805545,0.346100714421023,0.0442598658342466,5.52225777602371e-16,1.96146202347598e-13
"Pcnt",680.562510353226,-0.214989574576045,0.067160899935479,0.0002486358149329,0.00272506507980535
"Pcsk1",55.0110034820021,0.490793728721011,0.271100509981953,0.00264407093470715,0.0175698788027231
"Pcsk2",578.286391140789,0.190730221806314,0.0789790818401122,0.00322189943705732,0.0203379507349272
"Pcyox1l",371.783283565254,-0.218343987527777,0.0936362691804346,0.00301837416132445,0.0193029423307225
"Pcyt2",775.344259462861,-0.170774279105757,0.0652988121343537,0.00232114347047463,0.0158322036783055
"Pdap1",1513.87408784337,-0.131231059003585,0.0559819218501772,0.00759068713809158,0.039670506177675
"Pde1a",398.549247860796,0.268423595190358,0.0933348914445789,0.0004704071070627,0.00452321401559831
"Pde1b",1090.89326346286,-0.166193580988861,0.0568637428090357,0.000982585759889134,0.00809036550048716
"Pde3a",210.498910106493,0.27663648762364,0.121898478058475,0.00225316261052612,0.0154519334883244
"Pde4b",719.950414173567,0.161409269273031,0.064656094890556,0.00349031717999866,0.0217098387768189
"Pde4d",1513.48455147269,0.127676342140176,0.0530330601330486,0.00675047107954087,0.0361653948767269
"Pde7b",259.723641776294,0.346531892312726,0.12183615289264,0.000348180012645572,0.00354202585837279
"Pdgfra",594.548627039308,0.505371458062934,0.083558358471758,1.01283861807859e-10,8.89542396971153e-09
"Pdia3",2620.92240150589,0.115695824618227,0.0416637911440873,0.00273010196464334,0.0179115354991092
"Pdia4",1185.42333176343,0.260832107021017,0.0708167501259357,3.12372141367382e-05,0.000510340888587253
"Pdia6",2116.88201041556,0.136131170540991,0.0497840011357276,0.00247555748924007,0.0166647901702855
"Pdik1l",898.209596992318,0.205547994689575,0.0656420502963738,0.000343030810031836,0.00350316890803055
"Pdk1",747.728057192837,0.238675531209847,0.0671832280255262,5.9698779177854e-05,0.000878739348479384
"Pdk2",272.144378000102,-0.513866263264428,0.108611119741217,1.42465699056519e-07,5.44550418869067e-06
"Pdlim4",126.348393468736,-0.346177581963394,0.182763981997398,0.0033854582399343,0.0212279994540193
"Pdp1",1148.63935389112,0.123872629817226,0.0521975036490545,0.00772673404043196,0.0402658205097511
"Pdpk1",1936.94225750333,0.145136372394355,0.0521758408088039,0.00193080749774305,0.0137420086306142
"Pds5b",2439.87186849638,0.405275146658593,0.057873809476702,2.16540428346383e-13,4.21488996689611e-11
"Pdxdc1",1163.78616462334,0.193113007022598,0.0685833261356031,0.0010366161482733,0.00842986489960031
"Pdxk",571.299524265855,0.216502712406941,0.0796498147071663,0.00111091687872707,0.00890761957416337
"Pdzd8",1152.02947837865,0.163907528320229,0.0577334720869899,0.00131214308895052,0.0101504245765321
"Peg3",3082.24753472232,0.249584327367222,0.0732492512205605,9.36394448482799e-05,0.00125749851827853
"Pelp1",786.545558848986,-0.195692545068953,0.0726723678815888,0.00143365039810994,0.0109046826470557
"Penk",161.326469239724,0.392182665916337,0.143379051245474,0.000406132699484371,0.00402587824154033
"Pex13",470.135152590126,0.164160366202986,0.0763981589088874,0.00822592455287705,0.0421461460873015
"Pex6",806.802253824977,-0.152060223949138,0.0656474789361637,0.00634192628471557,0.0344388033284596
"Pfkp",7689.40008407191,0.326691782501347,0.168458237914776,0.00343588085013034,0.0214726253888127
"Pfn1",1566.44647041574,-0.200407566110367,0.0625827681556902,0.000282653057156235,0.00300817711003145
"Pgap1",3120.29957885435,0.488135820007004,0.0514659975518749,1.8287266874569e-22,1.85572906914796e-19
"Pgghg",117.884140665952,-0.294208050173658,0.189743588366161,0.00758932315296094,0.039670506177675
"Pgk1",2437.35272541623,0.119855626115213,0.0410406168170366,0.00169029525273134,0.0123848440820259
"Pgm1",362.117226743732,0.281190770995586,0.104509614115307,0.000747244053947323,0.00648070649552471
"Pgm2l1",3209.30191881526,0.387792816266086,0.0546416167144145,1.17357877761148e-13,2.45408362162757e-11
"Pgr",48.2054013681581,0.804901203317125,0.265498783541747,0.000102348944334172,0.00134815952806424
"Phactr4",469.553068050983,-0.411770094844598,0.0852178076942868,1.05769593286022e-07,4.18441027612631e-06
"Phb2",1230.41982080387,-0.157549657372788,0.0623048542212213,0.00341917793391418,0.021388532811674
"Phc1",2212.65145809646,-0.16900387021556,0.0498180560607511,0.000198730859304485,0.00228487182456235
"Phc2",2182.77907640658,-0.308376508973819,0.0575347352838132,9.53201437492893e-09,5.27625030988713e-07
"Phc3",1580.19672721342,0.149726372319939,0.0674407144777599,0.00826674285277703,0.0423100506381059
"Pheta1",695.487741412669,-0.209547256401492,0.0787638135814828,0.00138366335788663,0.0105794434572249
"Phf12",1445.38931680594,-0.148244334604462,0.0646736352555729,0.00704713219600136,0.0374803873839814
"Phf14",3892.56045618692,0.156205027500588,0.0395828206304821,2.67706723577531e-05,0.000452730215200308
"Phf2",1728.52415096427,-0.171927962683731,0.0562483144852561,0.000597010065572197,0.00545753742297072
"Phf21b",1151.1424973707,-0.362321947243538,0.0868940031207562,2.58999510880798e-06,6.46223400822657e-05
"Phf6",2076.30170706024,0.151277668971021,0.0574640269908,0.00276885490752916,0.0180936976943398
"Phip",3653.73959510055,0.181023068716724,0.0496677188774862,7.76123534027318e-05,0.00108426844509819
"Phlpp2",870.367603635118,0.156360669112826,0.0666364401107525,0.00560566592261158,0.0313850585909413
"Phrf1",1674.95775934845,-0.136366585889014,0.0492820348786992,0.00221528955763,0.015289507637588
"Pi4k2a",755.979275918589,-0.172811931369137,0.0699500733346203,0.00336097394218805,0.0211046094920807
"Pid1",492.098722165749,0.17818140775308,0.076321945891678,0.00450550413309597,0.0264507626779886
"Pif1",108.80297936174,-0.295211430728598,0.172380984769785,0.00595368291932949,0.0328862971820741
"Pigk",413.73280012056,0.254032853058055,0.0909822196969789,0.000666599147819546,0.00595778641341567
"Pigq",761.898001218013,-0.146387820166389,0.0679191931577532,0.0099866722538088,0.0485119543774621
"Pigs",552.288621789604,-0.24291718047062,0.0841724069387556,0.000543963806650898,0.00508756925225516
"Pigt",1406.43483466232,-0.25936826527539,0.058212944126269,1.19952607457695e-06,3.3551075385301e-05
"Pik3r2",2403.88034629179,-0.151322580789532,0.0573388442786498,0.00269022007143005,0.0177204796105098
"Pikfyve",1262.38562277791,0.28763032225027,0.0635775077200203,7.47046983176769e-07,2.27464472347216e-05
"Pim1",216.448037482098,-0.353163530302467,0.131412306698012,0.000526513678639666,0.00496868997306516
"Pimreg",196.454535973873,-0.378168808179056,0.125802100417496,0.000188808359661242,0.00220510756221383
"Pip4k2b",3872.67197408285,0.137455061432432,0.0438849673460533,0.000700369481485801,0.00619239432825096
"Pisd-ps2",67.1445378007312,0.314674850408964,0.230705800122392,0.00855168159829699,0.0432309491081982
"Pisd-ps3",1412.36176016163,-0.433798011641673,0.101877950474838,1.46303723121924e-06,3.95771098235775e-05
"Pitpnb",1193.7663028101,-0.125375801231656,0.0519282346505365,0.00671056298813615,0.035995503585385
"Pitpnm3",266.473501899439,0.252880413991251,0.122090651596042,0.00410747286207731,0.0246186749249347
"Pja1",3211.90327156026,0.101921513254456,0.0430470360007921,0.0101143665069675,0.0489517503169693
"Pja2",5025.19137682206,0.343592554392101,0.047012381423863,2.84954864481262e-14,7.08301015976631e-12
"Pkdcc",354.905561505174,-0.236417921489477,0.0925595687961971,0.0014566109513367,0.0110157248409355
"Pkia",6416.30122458404,0.301787136081018,0.0457501939765552,5.18713802571653e-12,6.50812917626567e-10
"Pkmyt1",145.542565369587,-0.63142433159573,0.15034334921367,1.43480939027648e-06,3.89735647577367e-05
"Pla2g4b",279.170367386403,-0.497239953653794,0.158068352123122,9.04880767824752e-05,0.00122516950003323
"Plcb1",1539.25205311923,0.176782012606437,0.0599467439181718,0.000819583126901827,0.00697492772209604
"Plcb3",255.982537937169,-0.214053209861297,0.102719747583496,0.00553597587786192,0.0311427363468582
"Plcb4",362.115523667835,0.191259774833711,0.0899677203388647,0.006376211437623,0.0345679874400187
"Plcxd2",923.712631819967,0.269344146107981,0.0663726115870291,6.56729685240204e-06,0.000140222963911742
"Plcxd3",133.782453297662,0.97288814371773,0.170981200242531,6.42977609259059e-10,4.75875519798172e-08
"Plekhg2",1160.39712905033,-0.300862081260975,0.0681855036209638,1.15751450402712e-06,3.25835386240454e-05
"Plekhg5",344.294273344522,-0.275184084746536,0.122528163681449,0.00235843153182673,0.0160319798763082
"Plekhh2",89.9828809625783,0.267692137841239,0.185486005067769,0.0104270669641275,0.049933180728977
"Plekhh3",85.1825925200331,-0.344604754235997,0.222899520136688,0.00612393458816058,0.03353541548303
"Plekho2",98.5293883464679,-0.29426356009662,0.189757637019372,0.00760753999887571,0.0397232389794644
"Plk1",204.515107115757,-0.58003610037942,0.147315429547254,4.48243495163567e-06,0.000101813100091118
"Plp2",164.919353819671,-0.278270092495158,0.150143974374883,0.00521539206776203,0.0297693133018618
"Plpp3",740.174432353902,-0.220445600212879,0.0853566362542146,0.00154778628187076,0.0115399477848211
