IncLevel1	IncLevel2	IncLevelDifference
0.905,1.0,1.0,1.0	1.0,1.0,1.0,0.867	0.01
1.0,0.882,0.647,0.875	0.867,0.571,0.857,1.0	0.027
0.27,0.357,0.423,0.361	0.374,0.289,0.358,0.224	0.042
0.963,1.0,0.89,0.971	1.0,1.0,1.0,0.961	-0.034
0.117,0.108,0.15,0.154	0.206,0.188,0.207,0.274	-0.086
1.0,1.0,0.143,0.0	NA,1.0,0.75,1.0	-0.381
1.0,0.5,1.0,NA	1.0,1.0,0.5,1.0	-0.042
1.0,1.0,0.75,1.0	0.667,0.0,0.333,1.0	0.438
1.0,1.0,0.6,NA	1.0,NA,1.0,1.0	-0.133
0.5,0.0,0.556,1.0	0.429,0.429,0.111,0.5	0.147
0.098,0.127,0.091,0.06	0.078,0.074,0.101,0.066	0.014
0.925,1.0,1.0,1.0	0.812,1.0,1.0,1.0	0.028
0.925,1.0,0.973,0.969	0.963,0.951,1.0,0.908	0.011
0.276,0.512,0.35,0.375	0.374,0.291,0.32,0.248	0.07
0.905,0.907,0.844,0.864	0.874,0.857,0.895,0.942	-0.012
0.845,0.841,0.83,0.828	0.846,0.87,0.848,0.829	-0.012
0.179,0.368,0.277,0.176	0.257,0.405,0.538,0.156	-0.089
0.863,0.737,0.783,0.806	0.792,0.86,1.0,0.697	-0.04
1.0,1.0,1.0,0.933	1.0,1.0,1.0,1.0	-0.017
1.0,1.0,NA,1.0	1.0,0.8,1.0,1.0	0.05
0.785,0.857,0.895,0.781	0.672,0.862,0.656,0.818	0.078
0.708,0.796,0.744,0.67	0.611,0.69,0.638,0.621	0.09
0.862,0.916,0.912,0.885	0.876,0.855,0.853,0.883	0.027
0.909,0.923,0.682,0.867	0.75,1.0,0.818,1.0	-0.047
0.87,1.0,0.915,0.828	0.873,0.849,0.902,0.909	0.02
1.0,1.0,1.0,1.0	1.0,0.962,1.0,0.905	0.033
0.818,0.756,0.846,0.806	0.775,0.667,0.69,0.589	0.126
0.898,0.826,0.966,0.938	0.913,0.958,0.884,0.873	0.0
1.0,0.97,0.97,1.0	0.889,0.927,0.971,0.964	0.047
0.788,0.82,0.755,0.705	0.863,0.672,0.797,0.806	-0.018
0.959,0.963,0.929,0.928	0.906,0.912,0.928,0.926	0.027
0.236,0.276,0.278,0.221	0.318,0.308,0.298,0.283	-0.049
1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.9	0.025
1.0,1.0,0.556,NA	0.429,0.333,0.333,NA	0.487
1.0,0.31,0.6,0.714	0.333,0.385,0.2,0.5	0.302
