ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
16001	223,334,283,278	0,1,0,2	247,233,207,246	2,1,0,0	78	39
16002	304,435,338,314	0,0,1,0	283,299,243,277	0,0,0,0	78	39
16003	141,218,168,147	0,1,0,0	120,157,129,133	0,0,0,0	78	39
16004	68,121,86,74	0,1,0,0	77,69,50,59	0,0,0,0	78	39
16005	233,338,255,258	4,1,0,7	238,214,164,203	0,3,1,1	78	39
16006	9,14,11,5	4,5,4,1	7,7,7,9	2,6,3,1	78	39
16007	1,3,2,4	4,5,4,1	3,1,1,2	2,6,3,1	78	39
16008	12,17,7,8	4,5,4,1	9,12,11,6	2,6,3,1	78	39
16009	41,25,27,28	4,5,4,1	19,26,21,28	2,6,3,1	78	39
16010	13,23,9,22	4,5,4,1	6,10,11,12	2,6,3,1	78	39
16011	28,41,19,27	4,5,4,1	14,23,22,21	2,6,3,1	78	39
16012	7,7,5,6	1,0,1,0	1,3,6,3	4,1,0,0	78	39
16014	175,179,196,183	0,0,0,1	139,130,78,110	0,0,0,1	78	39
16015	164,177,176,179	0,1,0,0	113,118,115,120	0,0,0,0	78	39
16016	4,3,0,3	0,0,0,1	2,1,0,2	0,0,0,1	78	39
16017	102,106,112,106	1,1,0,0	91,91,74,109	0,0,2,0	78	39
16018	308,276,306,265	5,5,0,3	257,208,218,246	3,1,0,6	78	39
16019	76,68,87,76	125,154,90,110	61,56,55,67	105,89,104,94	60	39
16020	416,416,418,443	0,0,1,5	493,411,472,444	0,4,3,0	78	39
16021	921,861,956,889	0,0,0,1	837,816,840,911	0,0,0,0	78	39
16022	497,404,452,460	4,0,2,0	387,375,467,418	0,0,0,1	78	39
16024	165,195,151,184	0,0,1,3	133,143,176,136	2,0,0,1	78	39
16025	5,4,1,5	28,27,31,25	0,3,6,12	20,25,13,19	78	39
16026	2,1,0,3	1,0,0,0	0,0,0,4	0,0,0,0	78	39
16027	40,43,48,47	1,0,0,0	49,34,31,35	0,0,0,0	78	39
16028	15,19,18,24	0,0,0,0	29,12,24,25	0,0,0,1	78	39
16029	64,63,70,68	0,0,0,1	54,40,42,50	0,0,0,0	78	39
16030	5,20,6,2	258,212,204,196	2,0,5,5	197,160,181,173	78	39
16031	476,477,487,428	2,0,0,2	345,327,376,358	7,0,1,1	78	39
16032	13,8,10,10	20,9,32,18	7,3,4,7	34,20,19,22	51	39
16033	8,8,14,15	262,250,265,211	5,2,5,6	161,173,179,182	51	39
16034	25,13,38,23	262,250,265,211	38,20,25,27	161,173,179,182	54	39
16035	16,14,14,14	7,7,12,13	10,3,10,11	4,3,6,5	54	39
16036	399,371,398,324	0,1,0,0	248,254,273,290	0,0,0,0	78	39
16037	450,462,448,468	0,0,0,0	398,365,419,357	0,0,2,0	78	39
16038	559,607,550,566	4,4,2,1	534,507,544,507	0,0,3,2	78	39
16039	326,307,301,313	0,0,1,0	305,220,250,274	0,1,0,0	78	39
16040	46,47,40,35	285,288,286,291	54,36,43,49	240,205,245,280	78	39
16041	630,641,647,569	3,3,0,2	593,559,578,583	0,2,0,1	78	39
16042	0,0,0,0	32,17,20,31	2,4,0,0	23,15,19,21	78	39
16043	38,27,22,34	0,0,1,0	31,22,21,23	0,0,1,0	78	39
16044	49,36,41,43	0,0,0,0	26,31,37,27	0,0,1,0	78	39
16046	19,9,8,15	0,0,1,2	19,25,21,20	3,1,2,0	78	39
16047	2,1,1,3	0,2,4,1	3,4,1,5	1,0,0,0	78	39
16048	5,4,5,9	0,2,4,1	6,8,10,5	1,0,0,0	78	39
16049	22,11,11,18	0,0,0,0	19,28,29,19	0,0,1,0	78	39
16050	10,7,12,5	0,0,1,0	17,6,6,11	0,0,0,0	78	39
16051	62,44,62,53	0,0,1,0	57,62,62,70	0,0,0,1	78	39
16052	24,22,18,27	0,0,0,0	18,11,24,20	0,1,0,0	78	39
16053	39,36,32,47	1,0,1,0	49,27,41,32	1,0,0,1	78	39
16054	106,81,100,81	0,2,1,2	126,101,129,121	2,0,2,1	78	39
16055	52,30,38,26	0,2,1,2	32,41,42,46	2,0,2,1	78	39
16056	7,4,7,6	0,2,1,2	5,7,8,8	2,0,2,1	78	39
