IncLevel1	IncLevel2	IncLevelDifference
0.083,0.138,0.151,0.096	0.193,0.137,0.114,0.141	-0.029
0.134,0.08,0.101,0.055	0.135,0.086,0.095,0.12	-0.016
0.453,0.43,0.419,0.426	0.48,0.447,0.48,0.388	-0.017
NA,NA,0.481,NA	0.735,NA,NA,NA	-0.254
0.327,0.218,0.327,0.625	0.376,0.347,0.493,0.501	-0.055
0.354,0.444,0.544,0.544	0.407,0.478,0.409,0.43	0.041
0.968,0.953,0.977,0.984	0.911,0.925,1.0,0.936	0.027
0.732,0.752,0.816,0.809	0.781,0.923,1.0,0.856	-0.113
0.468,0.516,0.601,0.504	0.488,0.804,0.833,0.672	-0.177
1.0,1.0,1.0,1.0	0.963,1.0,1.0,1.0	0.009
1.0,1.0,1.0,1.0	NA,0.0,NA,0.0	1.0
0.515,0.515,0.524,0.524	0.452,0.687,0.205,0.664	0.018
0.453,0.586,0.518,0.502	0.52,0.548,0.493,0.383	0.029
0.929,0.725,0.734,0.838	0.867,0.861,0.935,0.743	-0.045
0.539,0.487,0.539,0.523	0.401,0.517,0.57,0.544	0.014
0.528,0.62,0.505,0.635	0.488,0.492,0.389,0.441	0.12
0.061,0.17,0.035,0.148	0.147,0.062,0.089,0.096	0.005
0.051,0.151,0.431,0.259	0.159,0.0,0.189,0.431	0.028
NA,0.354,0.12,0.215	0.451,1.0,1.0,0.267	-0.45
0.516,0.543,0.553,0.485	0.578,0.46,0.357,0.518	0.046
0.395,0.329,0.0,0.19	0.297,0.164,0.125,0.207	0.03
0.683,0.535,0.324,0.434	0.714,0.561,0.456,0.657	-0.103
0.484,0.506,0.499,0.505	0.481,0.462,0.409,0.443	0.05
0.483,0.521,0.511,0.497	0.476,0.494,0.493,0.496	0.013
0.498,0.538,0.572,0.52	0.514,0.555,0.474,0.476	0.027
0.989,0.976,0.984,0.972	0.971,0.982,0.967,0.968	0.008
0.842,0.839,0.849,0.844	0.822,0.876,0.813,0.803	0.015
0.553,0.596,0.581,0.57	0.58,0.556,0.539,0.529	0.024
0.056,0.112,0.085,0.134	0.12,0.115,0.13,0.12	-0.024
0.014,0.035,0.022,0.037	0.039,0.022,0.039,0.036	-0.007
0.55,0.551,0.585,0.544	0.544,0.568,0.511,0.547	0.015
0.857,0.841,0.852,0.848	0.827,0.878,0.825,0.845	0.006
